state,county,tract,intptlat,intptlon,alandsqkm,dist_to_rail,dist_to_bigcity,population15,unitstot15,natpctfor15,povpctind15,povpctfam15,racpctwhi15,tenpctown15,tenpctren15,unitpct2pl15,occpctvac15,compcttra15,compctwlk15,compctbic15,compctdrv15,medhhinc15,medhhval15,medgrossrent15,medrooms15,unemprate15,labpartrate15,population21,unitstot21,povpctind21,natpctfor21,povpctfam21,racpctwhi21,tenpctown21,tenpctren21,unitpct2pl21,occpctvac21,compcttra21,compctwlk21,compctbic21,compctdrv21,medhhinc21,medhhval21,medgrossrent21,medrooms21,unemprate21,labpartrate21,density_population15,density_population21,density_unitstot15,density_unitstot21,change_population,change_unit,change_medhhinc,change_medhhval,change_medgrossrent,tracts_shrank_population,tracts_grew_population,added_100_units,lost_100_units
34,31,256804,41.0787934,-74.3779531,29.792621,44701.06527,151648.0174,6887,2506,4.602874982,2.741553053,2.632937532,94.85988094,96.17918314,3.820816864,0.558659218,9.138068635,3.048287025,0.0,0.0,91.39465875,120394,343800,2024,7.3,4.611895161,70.63011748,5562,2338,3.2097399,6.706220784,3.663239075,92.77238403,93.00827967,6.991720331,1.924721985,7.014542344,1.280175567,0.0,0.0,83.76005852,124297,338600,1470,6.6,8.013029316,64.40109083,231.16462294472177,186.6905231332282,84.1147880208324,78.4758078183185,-1325,-168,3903,-5200,-554,1,0,0,1
34,31,246300,40.910421,-74.2642143,10.100083,0.0,85997.74215,4677,1921,20.3763096,10.71199487,7.708333333,88.90314304,59.33250927,40.66749073,27.12129099,15.77303488,7.475813544,4.001759015,0.439753738,86.05980651,71724,296500,1573,5.2,10.29468044,71.00543478,4793,2062,8.575005216,21.82349259,6.0,75.27644482,49.24596984,50.75403016,37.19689622,6.741028128,6.113360324,0.769230769,0.0,82.71255061,105625,369900,2159,4.8,7.158753709,68.27044821,463.0655015409279,474.5505556736514,190.19645680139462,204.1567381178947,116,141,33901,73400,586,0,1,1,0
34,31,181200,40.9242986,-74.1499553,0.401624,4344.451837,81681.71803,4394,1461,38.00637233,31.8843878,31.27147766,21.30177515,16.1525974,83.8474026,91.23887748,15.67419576,13.29479769,6.069364162,0.0,77.34104046,32935,203000,1149,4.5,13.09233024,65.35759898,4801,1576,17.95459279,55.5300979,17.05551086,9.956259113,17.7852349,82.2147651,83.18527919,5.456852792,8.710651143,4.139715395,0.0,82.923674,63643,264800,1331,4.6,9.744779582,71.35761589,10940.581240164931,11953.9668944087,3637.730812899628,3924.068282771946,407,115,30708,61800,182,0,1,1,0
34,31,256803,41.1221009,-74.3805752,14.231776,54854.98013,168224.1911,4986,2247,6.638588047,1.784997994,1.213592233,97.55314882,79.95981919,20.04018081,40.14241211,11.3929684,5.322371268,3.331890956,0.0,84.50887062,76622,228300,1250,5.8,6.758893281,61.05212355,4897,2375,4.62281992,21.40085767,3.431372549,86.29773331,85.67530696,14.32469304,37.05263158,7.410526316,1.751388296,3.203759077,0.0,80.47842802,70938,240900,1438,5.1,4.799370574,60.29411765,350.3427822360329,344.08917059964966,157.886127493856,166.88008580236226,-89,128,-5684,12600,188,1,0,1,0
34,31,246003,40.9770103,-74.2610348,6.580967,17293.62452,108177.438,5582,1889,23.3070584,3.270509978,3.129074316,84.21712648,94.61410328,5.385896724,5.452620434,4.658549497,9.791445741,0.0,0.0,86.77978084,108203,396000,2786,6.8,4.396325459,66.46314871,6441,2289,2.084991246,25.5395125,0.964265457,76.74274181,86.70041417,13.29958583,2.664919179,5.067715159,5.394415831,0.054215234,0.0,74.65437788,167768,437600,3501,7.3,6.365914787,76.90824981,848.203615061434,978.7315450753665,287.03988334845013,347.8212244492337,859,400,59565,41600,715,0,1,1,0
34,31,182400,40.9118476,-74.1493682,0.644625,3361.061939,76720.7911,4794,1571,42.24030038,19.2839196,16.87612208,29.682937,31.77777778,68.22222222,83.89560789,14.06747295,11.50527325,1.62991371,0.33557047,83.89261745,45484,268400,1315,4.9,5.16389762,62.25887615,5017,1666,26.27067969,52.32210484,25.51781276,19.1349412,18.33865815,81.66134185,78.51140456,6.06242497,11.26760563,2.907769196,0.0,83.18945934,57108,315100,1450,4.7,8.874281019,61.21730382,7436.881908086097,7782.819468683343,2437.075819274772,2584.4483226682178,223,95,11624,46700,135,0,1,0,0
34,31,181702,40.9159772,-74.1642955,0.219351,285.8624772,81579.92451,3090,1076,30.3236246,40.13852243,34.16149068,34.43365696,4.223744292,95.77625571,95.53903346,18.58736059,18.63414634,11.80487805,0.0,62.34146341,22697,237500,993,3.8,10.76003416,51.81415929,3409,1464,40.01173365,38.69169845,28.1779661,8.976239366,10.98570354,89.01429646,90.30054645,9.221311475,10.32295271,8.30449827,0.0,73.99077278,33894,309500,1184,4.2,3.754831585,68.28808446,14087.011228578855,15541.301384538936,4905.3799617963905,6674.234446161631,319,388,11197,72000,191,0,1,1,0
34,31,256805,41.0968573,-74.4256687,87.589154,32585.73273,144669.6884,5321,1910,6.878406315,5.333837715,3.52393617,96.12854727,87.9640045,12.0359955,6.492146597,6.910994764,1.997694967,0.576258164,0.307337687,89.39684979,101192,337600,1005,7.4,7.729805014,69.37198068,5231,2040,3.048312883,7.704071879,1.172413793,93.44293634,92.03310916,7.966890843,5.931372549,5.245098039,1.617052554,3.785373025,0.0,87.32083793,112995,364400,1288,7.1,1.107934239,67.1950048,60.74953070102721,59.7220062200852,21.806352873324933,23.290554901352287,-90,130,11803,26800,283,1,0,1,0
34,31,124900,40.8727123,-74.1388561,0.730194,2133.400378,64127.18086,5359,1553,43.77682403,10.26701768,8.673894912,61.65329352,44.63431306,55.36568694,70.25112685,5.795235029,11.50684932,3.639921722,0.0,81.05675147,56528,273700,1308,4.9,8.755760369,69.77491961,4660,1702,14.69957082,39.44206009,14.56953642,52.40343348,35.76779026,64.23220974,66.39247944,5.875440658,13.48470806,3.75347544,0.0,77.66450417,56798,329400,1505,5.2,1.961658493,60.45822102,7339.145487363632,6381.865641185767,2126.8320473737117,2330.8874080039004,-699,149,270,55700,197,1,0,1,0
34,31,116500,41.0352602,-74.3337367,22.793673,27123.2019,129823.6327,7933,2929,11.87444851,3.121002814,2.592592593,95.56283877,66.78297278,33.21702722,28.9518607,2.150904746,2.66864344,0.321225599,0.0,93.13071411,75781,319200,1387,6.0,11.11111111,69.18951132,7759,2974,9.009009009,15.22103364,3.971486762,81.09292435,66.54005525,33.45994475,26.8661735,2.62273033,2.836208934,0.472701489,0.0,85.08626802,116305,326900,1803,6.0,6.313242411,68.27876239,348.0351762526382,340.40147895426946,128.50057118920677,130.4748032491297,-174,45,40524,7700,416,1,0,0,0
34,31,180700,40.9276974,-74.168588,0.311467,3147.264324,85767.42639,2440,947,18.89344262,40.94262295,40.36243822,32.5,28.90262751,71.09737249,80.35902851,31.67898627,18.73417722,6.329113924,0.0,72.91139241,29250,170100,1201,4.5,13.55748373,55.27577938,2934,1008,30.81117928,18.26857532,24.93506494,18.200409,16.01779755,83.98220245,85.21825397,10.81349206,5.978784957,3.760848602,0.0,80.81002893,41054,115500,1398,4.5,16.49646504,62.34084231,7833.8957257109105,9419.938548867136,3040.4505132164886,3236.297906359261,494,61,11804,-54600,197,0,1,0,0
34,31,124402,40.8313394,-74.1354192,3.614514,0.0,49227.24023,5255,2064,29.28639391,5.848513902,4.0,64.83349191,77.20430108,22.79569892,39.38953488,9.88372093,18.65093992,0.0,0.516033911,78.40029488,99911,339300,1364,5.0,1.59611381,69.42905324,4588,2112,6.408020924,34.11072363,5.293159609,65.54054054,72.76200873,27.23799127,44.60227273,13.25757576,10.00791139,0.988924051,0.0,85.56170886,110188,357600,1723,5.5,7.889974665,73.75867592,1453.8607403374285,1269.3269413259986,571.0311261762993,584.3109198083063,-667,48,10277,18300,359,1,0,0,0
34,31,256802,41.1437171,-74.3378066,49.366557,38746.21161,159986.7387,4057,1735,6.186837565,3.327581957,2.085308057,96.49987676,87.74676651,12.25323349,5.936599424,15.3314121,2.619893428,2.486678508,0.0,90.80817052,96991,281300,1675,6.2,8.34290088,77.42222222,4792,1898,1.606844741,9.828881469,0.973782772,95.07512521,92.10233593,7.897664071,1.159114858,5.268703899,1.55823919,0.233735878,0.0,77.56135567,136429,324400,2033,7.1,16.35544108,79.23469388,82.18114137471649,97.06976324072996,35.145250255147424,38.447080682576264,735,163,39438,43100,358,0,1,1,0
34,17,12800,40.7537092,-74.1428351,1.303715,4073.892162,39908.52005,4045,1509,41.53275649,6.141223272,5.802357208,70.16069221,51.51079137,48.48920863,64.54605699,7.88601723,13.58778626,8.142493639,0.458015267,72.82442748,54342,318100,1273,5.2,10.46563193,73.11932555,4819,1803,14.65034239,52.02324134,13.0,48.12201702,36.0645933,63.9354067,75.37437604,7.265668331,9.502806736,6.976744186,0.0,78.94947875,73814,342600,1651,4.5,5.157278713,70.68252327,3102.6719796888124,3696.3600173350774,1157.4615617677177,1382.9709714162989,774,294,19472,24500,378,0,1,1,0
34,17,12900,40.7589129,-74.1485287,0.342422,5234.988685,42654.90003,4417,1365,42.78922345,18.32460733,16.11111111,72.87751868,44.31464174,55.68535826,69.96336996,5.934065934,15.46818417,8.898085877,0.672529747,69.58096223,58500,313100,1269,5.1,13.34225792,67.39849624,3706,1315,11.64804469,42.79546681,10.44613711,57.36643281,50.28712059,49.71287941,64.7148289,7.300380228,13.79928315,5.675029869,0.0,76.22461171,75365,364800,1430,5.1,4.860010565,66.23512946,12899.288013036545,10822.902734053303,3986.3092908750023,3840.2906355315954,-711,-50,16865,51700,161,1,0,0,0
34,31,124311,40.867915,-74.1774546,2.569033,1864.090485,66904.40216,4500,1811,30.13333333,4.252003562,3.76007162,73.51111111,87.40344623,12.59655377,11.37493098,7.067918277,4.226542688,1.90194421,0.0,88.92645816,92017,347500,1440,6.2,8.797541299,65.83206879,5043,1750,3.51017152,30.53737854,2.790346908,63.61292881,85.65549677,14.34450323,10.68571429,2.8,8.231707317,0.038109756,0.0,86.08993902,123315,400300,1919,6.3,4.001429082,65.03252788,1751.6318396844258,1962.9954150063465,704.9345025929989,681.1901598772768,543,-61,31298,52800,479,0,1,0,0
34,31,124312,40.8589269,-74.1865351,2.650218,1103.146654,66553.80903,4589,1676,23.0333406,2.181998512,0.680933852,75.07082153,92.54302103,7.456978967,19.86873508,6.38424821,8.55351545,3.493058665,0.0,85.98298253,92212,435600,1658,6.9,8.646464646,61.75149701,4628,1742,6.770229539,30.63958513,11.62001696,66.63785653,78.13599062,21.86400938,22.21584386,2.066590126,7.047925896,0.724929521,0.322190898,79.17841321,120441,467800,2132,6.7,3.163580247,67.15025907,1731.5556682506872,1746.2714388023928,632.4008062732952,657.3044179761815,39,66,28229,32200,474,0,1,0,0
34,31,124321,40.8655084,-74.1638055,2.388479,721.4808624,64924.00949,6097,2687,28.34180745,6.35262896,3.956604978,66.77054289,71.93263833,28.06736167,38.89095646,7.182731671,13.96484375,1.399739583,0.0,78.54817708,72429,339700,1140,5.3,4.006163328,64.9129826,6571,3103,8.23314564,21.30573733,3.989071038,80.96180186,72.64900662,27.35099338,35.41733806,2.674830809,6.778169014,5.751173709,0.0,78.22769953,111424,403400,1647,5.7,4.846526656,65.16932795,2552.6705489141837,2751.1232043488767,1124.983723951519,1299.153143067199,474,416,38995,63700,507,0,1,1,0
34,31,124322,40.8468564,-74.1639982,2.371061,2437.703944,59461.51149,4249,1804,24.00564839,1.459166863,0.0,78.5125912,79.01972504,20.98027496,21.67405765,7.261640798,11.97552448,0.480769231,0.0,81.55594406,91583,331200,1091,5.4,6.583198708,70.14164306,5036,1944,4.131082423,28.5146942,1.608187135,68.05003971,77.6652452,22.3347548,17.64403292,3.497942387,13.49360217,1.357115161,0.0,69.91081815,111535,363400,1388,5.8,6.97757209,67.00858779,1792.0247517883345,2123.9436691000355,760.8408218936586,819.8861184929447,787,140,19952,32200,297,0,1,1,0
34,31,124323,40.8529228,-74.1704065,0.775,5623.114024,64526.00458,2813,1588,32.06541059,12.44223249,12.37721022,60.18485603,17.19918423,82.80081577,82.68261965,7.367758186,14.96720334,0.0,0.0,81.99165176,59306,312100,1246,3.8,6.02006689,74.56359102,2956,1458,12.04330176,32.61163735,8.636977058,57.23951286,19.66173362,80.33826638,81.89300412,2.674897119,13.53965184,0.0,0.0,75.82205029,59968,348500,1493,3.8,6.0,66.93711968,3629.6774193548385,3814.1935483870966,2049.032258064516,1881.2903225806451,143,-130,662,36400,247,0,1,0,1
34,31,124500,40.8631716,-74.1464695,1.699725,0.0,61984.22942,6445,2536,33.15748642,13.83608601,8.143322476,75.28316524,42.59911894,57.40088106,66.99526814,10.48895899,13.6716225,1.066580478,0.0,83.71040724,51214,288800,1375,4.7,7.505841121,66.74463938,6895,2801,9.28208847,34.9093546,7.152974504,54.48875997,39.70425139,60.29574861,70.90324884,3.427347376,5.68438914,3.563348416,0.0,83.37104072,46104,328700,1515,4.1,7.468879668,70.18565708,3791.789848357823,4056.5385577078646,1492.006059803792,1647.9136330877054,450,265,-5110,39900,140,0,1,1,0
34,31,125000,40.87971,-74.1306877,0.851788,5246.036219,63929.68414,7137,2185,44.40240998,16.35140815,12.96660118,67.07299986,33.87175722,66.12824278,81.55606407,6.498855835,8.749266001,1.585437463,0.0,80.47563124,49216,286700,1367,4.8,7.223719677,69.15191053,7070,2111,8.429985856,42.12164074,8.16091954,48.2602546,45.77187807,54.22812193,72.57224064,3.647560398,4.440357331,9.826589595,0.0,83.31581713,64442,350800,1454,5.1,3.531107374,72.98387097,8378.84544041475,8300.187370566386,2565.192277890743,2478.3162007447863,-67,-74,15226,64100,87,1,0,0,0
34,31,125100,40.8767726,-74.1245887,0.415448,5053.96137,63724.35237,4248,1380,45.99811676,15.96877218,14.83803553,57.46233522,25.27472527,74.72527473,85.2173913,7.68115942,16.17492097,5.005268704,0.0,72.12855638,42222,297500,1192,3.9,7.032007759,62.86585366,3869,1391,28.30188679,48.51382786,25.62907735,55.36314293,24.30044183,75.69955817,86.98777858,2.372393961,3.008423586,3.85078219,4.332129964,84.83754513,37041,298800,1315,4.1,6.933911159,61.7184888,10225.106391172903,9312.838189135584,3321.7153530646438,3348.192794284724,-379,11,-5181,1300,123,1,0,0,0
34,31,124601,40.8863821,-74.1595167,1.006992,4516.203249,70964.00752,4986,1564,42.41877256,15.19226728,7.847533632,71.50020056,47.44027304,52.55972696,67.64705882,6.329923274,11.69317119,5.285313377,0.0,81.47801684,43006,309200,1250,4.8,10.01256808,59.64517741,4465,1587,13.24766355,34.28891377,6.619144603,56.66293393,47.41035857,52.58964143,65.53245117,5.103969754,10.58770749,1.794526694,0.358905339,82.99685958,63882,341200,1364,5.0,7.609130957,65.28104575,4951.37995137995,4433.997489553045,1553.1404420293306,1575.9807426474092,-521,23,20876,32000,114,1,0,0,0
34,13,20902,40.8217373,-74.3101465,9.369925,17750.30292,83568.26803,5853,2483,13.24107295,2.42610627,0.965600483,88.63830514,83.01731245,16.98268755,14.49859041,2.295610149,4.210898797,0.530785563,0.0,92.10898797,101786,494900,1933,6.7,5.413483892,63.76535366,6240,2547,1.41025641,11.12179487,1.211509339,82.67628205,79.12721284,20.87278716,17.00039262,4.632901453,6.972301815,0.477554919,0.0,80.42024833,145994,551900,2598,6.6,5.565423327,67.62762763,624.658148277601,665.9605066209174,264.9967849262401,271.827149096711,387,64,44208,57000,665,0,1,0,0
34,13,21100,40.8322884,-74.2326537,1.937538,3985.515117,72700.74675,4522,2085,13.62229102,4.827586207,2.434782609,90.68996019,81.724846,18.275154,48.82494005,6.570743405,5.906221821,0.0,0.0,88.99909829,79453,355400,1326,5.1,10.49679487,63.88533402,4900,2213,1.897959184,7.93877551,0.0,91.04081633,93.11175337,6.888246628,39.71983732,6.190691369,8.008752735,0.919037199,0.0,72.51641138,131143,440100,1958,6.2,1.761006289,59.86445783,2333.8897095179555,2528.982657372397,1076.1079266574384,1142.1711470949215,378,128,51690,84700,632,0,1,1,0
34,13,21200,40.8242328,-74.241863,2.29147,5487.485813,72311.79964,3955,1379,10.39190898,3.962167689,3.017689906,93.60303413,83.95331875,16.04668125,26.75852067,0.580130529,7.212475634,1.461988304,0.0,85.4288499,109107,499900,1409,7.0,4.514048825,77.12255773,3741,1494,3.688853248,11.0130981,1.906577693,92.46190858,82.86937901,17.13062099,31.2583668,6.224899598,12.99672744,1.122019635,1.542776999,70.40673212,133350,511000,1712,6.9,4.679144385,78.5439272,1725.9663011080224,1632.5764683805594,601.7970996783724,651.9832247421961,-214,115,24243,11100,303,1,0,1,0
34,31,180600,40.9293226,-74.177044,0.396248,4757.50656,87562.43117,4180,1538,23.70813397,34.25837321,32.96582139,34.784689,24.57496136,75.42503864,86.73602081,15.86475943,11.48775895,2.950408035,0.0,80.66541117,28719,209800,1207,4.4,7.652173913,55.43059126,4793,1577,29.8351763,34.23742958,22.31793265,32.90214897,26.41509434,73.58490566,83.2593532,9.258084971,11.01369863,3.342465753,0.0,82.84931507,52212,267100,1387,4.7,13.01080319,64.55427532,10548.949142960973,12095.960105792332,3881.4076033191336,3979.8308130261858,613,39,23493,57300,180,0,1,0,0
34,31,180800,40.9282134,-74.1635831,0.638623,3110.544425,83923.92546,2969,1105,24.58740317,50.48837993,38.79056047,24.2842708,16.97722567,83.02277433,88.59728507,12.57918552,15.4028436,6.63507109,0.0,72.86729858,23611,246900,986,4.3,11.81911614,45.93956563,3140,1251,29.84076433,31.87898089,24.96815287,14.49044586,15.30524506,84.69475494,90.40767386,7.034372502,1.711229947,2.139037433,0.0,92.72727273,31563,275800,1153,4.0,17.95886076,54.95652174,4649.065254461552,4916.828864603999,1730.2853170023627,1958.9022005157972,171,146,7952,28900,167,0,1,1,0
34,31,180900,40.9331231,-74.1576349,0.589293,2177.540732,85254.85805,3555,1100,25.62587904,38.64022663,36.31508678,43.99437412,23.18087318,76.81912682,88.90909091,12.54545455,17.19690456,3.611349957,0.0,72.8288908,29375,186300,1083,4.3,10.3473762,55.04475183,3937,1278,38.53187706,39.87807976,32.07126949,29.05765812,9.816971714,90.18302829,92.95774648,5.946791862,12.68545994,7.418397626,0.0,74.85163205,35423,151600,1243,4.0,14.59227468,63.63636364,6032.652687203141,6680.887096911045,1866.6435881641223,2168.7004597034074,382,178,6048,-34700,160,0,1,1,0
34,31,181000,40.9363084,-74.1467389,0.825895,814.321633,84260.4672,4522,1564,42.2158337,23.374613,24.3697479,49.80097302,29.24393723,70.75606277,87.65984655,10.35805627,9.885742673,5.762543467,0.0,74.71435668,39018,238200,1133,4.4,10.06622517,66.57848325,5615,1707,29.81300089,59.76847729,24.04494382,20.16028495,36.65634675,63.34365325,79.26186292,5.389572349,3.95243092,2.763203917,0.0,82.51136761,55068,260900,1358,4.6,3.594222372,70.83035927,5475.272280374624,6798.685062871188,1893.7031947160351,2066.8486914196114,1093,143,16050,22700,225,0,1,1,0
34,29,713202,40.1116447,-74.1258367,2.811163,17556.31785,222889.556,4113,1507,7.075127644,1.027900147,0.0,93.9460248,91.00145138,8.998548621,10.2189781,8.560053086,2.297233943,1.172058134,0.468823254,90.201594,81667,268200,1644,6.7,5.437146585,70.73846154,3525,1397,3.858156028,3.858156028,1.286764706,90.12765957,88.4079237,11.5920763,4.79599141,2.433786686,2.749326146,0.0,0.0,90.08086253,89556,323000,1949,7.0,9.780065512,71.97709667,1463.095523098447,1253.9294235161747,536.0770613443617,496.947348837474,-588,-110,7889,54800,305,1,0,0,1
34,23,8601,40.344246,-74.5979163,12.066474,2961.489608,203119.1467,5407,2183,41.35380063,2.621082621,2.216066482,49.84279638,74.94824017,25.05175983,32.43243243,11.49793862,12.0458891,0.650095602,0.0,76.67304015,137315,507900,2386,6.3,4.7092401,64.49608836,4917,2298,1.051745898,45.06813097,0.941176471,40.73622127,80.3255814,19.6744186,28.06788512,6.440382942,11.38655462,0.672268908,0.336134454,62.81512605,129167,579600,1856,6.0,6.202143951,63.86308068,448.101077414993,407.4926942203663,180.91449084463284,190.44502975765747,-490,115,-8148,71700,-530,1,0,1,0
34,23,1804,40.5067674,-74.3823416,2.097336,6619.140154,128865.6841,4348,1561,41.55933763,12.62649494,10.0,51.08095676,57.13367609,42.86632391,36.00256246,0.320307495,8.001730104,0.778546713,0.302768166,88.58131488,60357,288100,1167,5.1,11.41762452,74.89239598,3898,1532,10.90302719,40.2257568,7.973102786,55.46434069,56.61764706,43.38235294,41.90600522,2.349869452,6.221079692,1.696658098,1.233933162,83.18766067,57500,300500,1335,4.4,8.973172988,69.05142127,2073.1060736095696,1858.5481773068313,744.2775025079435,730.4504380795447,-450,-29,-2857,12400,168,1,0,0,0
34,23,8101,40.3935975,-74.3887331,3.870395,33704.57886,156534.9496,4542,2022,12.54953765,6.230735359,5.526770294,92.82254513,83.54632588,16.45367412,18.89218595,7.121661721,4.378593543,0.574966829,0.398053958,88.41220699,73342,256000,970,5.7,5.072463768,65.23109244,4153,1835,2.383818926,12.49699013,0.818330606,80.52010595,83.45444382,16.54555618,15.64032698,2.506811989,0.879765396,0.048875855,0.0,86.2170088,72901,275800,1258,5.8,4.481792717,62.98147604,1173.5236326008069,1073.0170951543705,522.4272974722219,474.1118154606959,-389,-187,-441,19800,288,1,0,0,1
34,23,3201,40.5353148,-74.3122495,1.293617,10232.4362,110032.9311,3256,1120,20.91523342,2.549140049,2.937576499,70.88452088,96.05769231,3.942307692,4.375,7.142857143,6.416184971,0.520231214,1.213872832,88.32369942,86389,288900,1613,6.0,9.113924051,72.08029197,3942,1333,3.04414003,19.88838153,1.816347124,65.67732116,90.91627172,9.083728278,2.40060015,5.026256564,3.428295509,2.317720908,0.289715113,88.65282472,127292,326100,1521,6.7,3.112128146,71.14946272,2516.9737256081203,3047.269786961674,865.7894879241692,1030.4440958954622,686,213,40903,37200,-92,0,1,1,0
34,23,7905,40.4493532,-74.304691,1.73599,11780.64623,129905.2061,2248,812,20.19572954,2.31316726,2.066772655,78.20284698,94.96774194,5.032258065,0.0,4.556650246,13.88638413,0.991884581,0.0,82.77727683,85350,274800,1270,6.4,7.024793388,64.29330499,2707,865,8.237901736,24.93535279,6.782106782,55.85519025,93.83886256,6.161137441,0.693641618,2.427745665,6.561264822,0.0,0.0,90.59288538,111731,319200,1720,6.5,2.880970432,64.65686275,1294.9383348982426,1559.3407796127858,467.7446298653794,498.274759647233,459,53,26381,44400,450,0,1,0,0
34,29,722500,39.989074,-74.0879472,2.381989,27437.60551,263457.8944,1157,3909,8.297320657,12.44598099,6.363636364,100.0,92.0341394,7.965860597,1.713993349,82.01586083,2.16802168,0.0,0.0,87.26287263,67708,512100,1078,4.8,8.158508159,38.26940232,1826,4310,4.600219058,7.721796276,4.157549234,82.91347207,88.57142857,11.42857143,3.73549884,73.20185615,2.022756005,5.562579014,0.0,78.76106195,51094,599800,1196,5.1,8.54214123,50.17142857,485.72852351543185,766.586243681226,1641.065512896995,1809.41221810848,669,401,-16614,87700,118,0,1,1,0
34,29,722800,39.9736603,-74.1920243,3.019997,52203.67719,269576.0727,5246,1815,23.1414411,5.52907531,4.716981132,75.02859321,60.82644628,39.17355372,38.40220386,0.0,5.384342898,0.0,1.45235565,89.16046759,67835,293400,1042,5.5,9.211775878,74.43449576,4556,1803,7.771679473,22.190518,5.980392157,57.28709394,53.4965035,46.5034965,42.37382141,4.825291181,2.712010331,0.0,0.086095566,90.83082221,68125,280500,1379,5.7,5.619768832,68.29069134,1737.0878182991573,1508.6107701431492,600.9939744973257,597.0204606163516,-690,-12,290,-12900,337,1,0,0,0
34,29,723100,39.9566515,-74.1894156,3.707977,55478.89088,268193.2544,4250,1656,4.705882353,5.174786678,2.111932418,89.52941176,68.28793774,31.71206226,23.61111111,6.884057971,1.749871333,2.624806999,0.0,91.30211014,69306,269300,1088,6.0,11.74392936,62.77716186,4095,1662,3.691813804,11.01343101,1.273261508,80.24420024,58.15738964,41.84261036,32.49097473,5.9566787,0.0,2.508780733,0.0,91.52032112,98713,305100,1249,5.9,5.495026054,61.47350029,1146.1775518025058,1104.3757822661792,446.60471194939987,448.2228449637093,-155,6,29407,35800,161,1,0,0,0
34,29,723300,39.9594148,-74.1398771,4.316961,46236.23387,279009.5732,6873,2491,5.848974247,9.732573433,9.106145251,95.88243853,75.44722719,24.55277281,5.098354075,10.23685267,0.0,1.465901848,0.0,96.71765456,70583,244100,1596,5.8,11.02253986,70.08283568,7113,2728,9.888873259,7.746379868,6.693830035,81.68142837,78.95125554,21.04874446,9.274193548,0.73313783,0.580514891,0.0,0.0,89.70217062,86000,254900,1764,6.3,7.79613684,73.8823934,1592.0922148706,1647.6868797285867,577.0262923385224,631.9260238857845,240,237,15417,10800,168,0,1,1,0
34,23,6701,40.4156398,-74.383766,3.4617,25114.50884,152348.4208,4279,1343,23.79060528,4.884504331,4.182156134,68.38046272,92.11746522,7.882534776,1.191362621,3.648548027,9.780334728,2.771966527,1.046025105,83.15899582,95938,351400,2429,7.1,7.834101382,64.03068752,3709,1248,2.865803252,28.30951739,2.319109462,72.14882718,95.9049959,4.095004095,1.442307692,2.163461538,9.644670051,0.0,0.0,78.02030457,134861,375000,2404,7.6,5.119617225,67.03014753,1236.0978709882427,1071.4388884074299,387.9596729930381,360.5165092295693,-570,-95,38923,23600,-25,1,0,0,0
34,23,6703,40.4266317,-74.3709989,3.526342,23326.08196,147526.3271,6111,1992,40.61528391,12.42022582,9.776704888,58.15742104,86.63212435,13.36787565,5.923694779,3.112449799,13.25420376,1.417738213,0.0,84.14111441,96500,358700,1341,6.2,5.569080949,66.51821862,6443,2045,1.722799938,41.03678411,1.484018265,48.64193699,87.23296033,12.76703967,10.02444988,3.863080685,8.640445959,2.198823165,0.0,75.1316197,136707,434200,2145,6.7,5.819510824,69.49980461,1732.9572684668701,1827.1058224074693,564.8913236435944,579.9210626762804,332,53,40207,75500,804,0,1,0,0
34,27,45200,40.8780875,-74.6011764,7.611713,6155.828247,170099.6336,3649,1233,18.93669498,4.994356659,0.920598389,85.28363935,87.05583756,12.94416244,7.137064071,4.136253041,1.494321578,0.298864316,0.0,94.20203228,95000,292700,1098,6.3,4.780433574,63.34507042,3976,1451,6.463782696,21.98189135,4.011461318,71.22736419,87.74333093,12.25666907,12.40523777,4.410751206,2.792238523,0.473260767,0.0,83.67250355,100327,317400,1821,6.3,3.818827709,70.06845053,479.3927464159513,522.3528527678329,161.98719000571882,190.62726090697325,327,218,5327,24700,723,0,1,1,0
34,27,45603,40.8692641,-74.5593007,3.503169,3365.684924,159675.3783,5348,2261,38.72475692,0.69184742,0.876494024,66.51084518,31.19560238,68.80439762,67.62494471,3.449800973,3.145057766,3.818998716,0.0,88.67137356,80858,428500,1280,3.8,3.090909091,76.01935038,5116,2170,11.86473808,43.51055512,13.70839937,59.8123534,33.80884451,66.19115549,65.57603687,3.087557604,2.551408987,0.0,0.0,91.35567403,93125,476700,1645,4.0,1.958610495,66.06445313,1526.6177566654649,1460.3920050674117,645.4156222551638,619.4391421024792,-232,-91,12267,48200,365,1,0,0,0
34,27,45901,40.7906283,-74.6900853,4.123961,22829.85216,187656.9864,1612,634,12.65508685,3.784119107,0.93676815,89.88833747,76.20689655,23.79310345,16.7192429,8.517350158,3.347889374,11.79039301,1.601164483,74.67248908,97250,493500,1293,7.3,5.826558266,60.99173554,1591,645,4.534005038,13.63922062,0.875273523,88.56065368,75.45008183,24.54991817,16.58914729,5.271317829,1.255707763,4.680365297,0.0,76.71232877,126806,498300,1589,7.1,2.300109529,69.74789916,390.8863347640775,385.7941430580939,153.73569245683942,156.4030309694975,-21,11,29556,4800,296,1,0,0,0
